loss	accuracy	val_loss	val_accuracy
1.282261848449707	0.6219082474708557	0.6030773520469666	0.8085992932319641
0.722037672996521	0.7676418423652649	0.4889034926891327	0.8336436152458191
0.625653862953186	0.7934064865112305	0.44410377740859985	0.8484042286872864
0.5743285417556763	0.8090425729751587	0.431660532951355	0.8485815525054932
0.5408900380134583	0.8178967237472534	0.408170223236084	0.8562943339347839
0.5130024552345276	0.8259419202804565	0.38284409046173096	0.8658688068389893
0.49101436138153076	0.8331227898597717	0.376906156539917	0.8610815405845642
0.47717487812042236	0.835472047328949	0.3605602979660034	0.8729609847068787
0.4645436406135559	0.8377216458320618	0.359499454498291	0.8715425729751587
0.45541781187057495	0.8428856134414673	0.34955549240112305	0.8745567202568054
0.4460156559944153	0.8444259762763977	0.34321266412734985	0.8747340440750122
0.4397298991680145	0.8455895185470581	0.3453296720981598	0.8769503831863403
0.43120303750038147	0.8481382727622986	0.3453963100910187	0.8741135001182556
0.4216560125350952	0.8506538271903992	0.3358301818370819	0.8770833611488342
0.4175313711166382	0.8505208492279053	0.3327252268791199	0.8795212507247925
0.41534584760665894	0.8518506288528442	0.3311214745044708	0.8810283541679382
0.40925830602645874	0.8551197052001953	0.32442939281463623	0.8822251558303833
0.4031488597393036	0.8550420999526978	0.3257952630519867	0.8837766051292419
0.40364086627960205	0.8557513356208801	0.3306311070919037	0.8813830018043518
0.39806821942329407	0.8571365475654602	0.32655516266822815	0.8839095830917358
0.39655765891075134	0.857491135597229	0.32344383001327515	0.8855496644973755
0.3897128105163574	0.8600842356681824	0.3235637843608856	0.8823138475418091
0.38769233226776123	0.8599623441696167	0.32784897089004517	0.8809840679168701
0.38920414447784424	0.8586103916168213	0.31980806589126587	0.8817819356918335
0.38365980982780457	0.8622229695320129	0.32029813528060913	0.8851063847541809
0.38076886534690857	0.8616910576820374	0.32408133149147034	0.8818705677986145
0.3814201056957245	0.8632424473762512	0.32562047243118286	0.8789007067680359
0.37971043586730957	0.862954318523407	0.31963303685188293	0.8817375898361206
0.3766106367111206	0.8632202744483948	0.3147353529930115	0.8861258625984192
0.3734602630138397	0.8650376796722412	0.3105649948120117	0.8859928846359253
0.3722197115421295	0.8644392490386963	0.3155045211315155	0.8877659440040588
0.3728327751159668	0.8640071153640747	0.31081637740135193	0.8852837085723877
0.36727458238601685	0.8659020662307739	0.312462717294693	0.8863475322723389
0.37170934677124023	0.8652592897415161	0.32024240493774414	0.883732259273529
0.36729034781455994	0.8652260899543762	0.3105733096599579	0.8876329660415649
0.36137786507606506	0.8683289289474487	0.3109411597251892	0.8870124220848083
0.36229562759399414	0.867276132106781	0.3102111518383026	0.8859042525291443
0.36250752210617065	0.8677526712417603	0.31530213356018066	0.8868794441223145
0.3567495048046112	0.8696365356445312	0.306695818901062	0.8867464661598206
0.3581378161907196	0.8686169981956482	0.31385624408721924	0.886303186416626
0.35566890239715576	0.86860591173172	0.30882662534713745	0.8883865475654602
0.3532366454601288	0.8700132966041565	0.3124457001686096	0.8856826424598694
0.35476386547088623	0.8701573610305786	0.30536672472953796	0.8889627456665039
0.35455605387687683	0.8690602779388428	0.30296972393989563	0.888652503490448
0.3550223410129547	0.8689938187599182	0.3067292273044586	0.8885638117790222
0.35480690002441406	0.8699578642845154	0.30635538697242737	0.8873670101165771
0.3538612723350525	0.8689272999763489	0.30975356698036194	0.8869680762290955
0.3505948483943939	0.8711547255516052	0.30539920926094055	0.8906471729278564
0.3468848764896393	0.8724623322486877	0.30973222851753235	0.887499988079071
0.3491595983505249	0.8717530965805054	0.30321216583251953	0.8901152610778809
0.34776002168655396	0.8728058338165283	0.30456697940826416	0.8896276354789734
0.34683889150619507	0.8721076846122742	0.3005264699459076	0.8886967897415161
0.34661316871643066	0.8730385899543762	0.30385446548461914	0.8883865475654602
0.3459555506706238	0.8715647459030151	0.3038533627986908	0.8892730474472046
0.34381091594696045	0.8733266592025757	0.3063180148601532	0.8891400694847107
0.3440150022506714	0.8724401593208313	0.3053371012210846	0.8891400694847107
0.3455814719200134	0.8727947473526001	0.3001386821269989	0.8921985626220703
0.3411788046360016	0.8744015693664551	0.30361175537109375	0.8894946575164795
0.3424574136734009	0.8722739219665527	0.3052653968334198	0.8875886797904968
0.3390813171863556	0.8742907643318176	0.314757376909256	0.8884751796722412
0.33866775035858154	0.8744570016860962	0.300349622964859	0.8910017609596252
0.3401341438293457	0.8738253712654114	0.2994062304496765	0.8898493051528931
0.338486909866333	0.8744902610778809	0.30032169818878174	0.8902482390403748
0.33878040313720703	0.8743905425071716	0.301895409822464	0.8898493051528931
0.33653464913368225	0.8746564984321594	0.3014828562736511	0.8906471729278564
0.33540934324264526	0.8751108050346375	0.30746302008628845	0.8887854814529419
0.33589252829551697	0.8751440644264221	0.30138030648231506	0.8918439745903015
